,Comentarios
9136,no llego el producto
9137,justo lo que esperaba
9138,justo lo que esperaba
9139,buena relacion calidad-precio
9140,justo lo que esperaba
9141,el paquete llego en mal estado
9142,buena relacion calidad-precio
9143,no cumple las expectativas
9144, cumple las expectativas
9145,no llego el producto
9146, la calidad no es la esperada
9147,llego justo a tiempo
9148,no llego en tiempo
9149,no llego en tiempo
9150,no llego el producto
9151,no cumple las expectativas
9152,no llego en tiempo
9153,buena relacion calidad-precio
9154,el paquete llego en mal estado
9155, cumple las expectativas
9156,buena relacion calidad-precio
9157, muy bueno!
9158,muy malo
9159, cumple las expectativas
9160,el paquete llego en mal estado
9161, la calidad no es la esperada
9162,no cumple las expectativas
9163, la calidad no es la esperada
9164,no cumple las expectativas
9165, muy bueno!
9166, la calidad no es la esperada
9167,llego justo a tiempo
9168,el paquete llego en mal estado
9169,el paquete llego en mal estado
9170,no llego el producto
9171,no cumple las expectativas
9172,no llego el producto
9173,muy malo
9174,no llego en tiempo
9175,muy malo
9176,llego justo a tiempo
9177,no llego en tiempo
9178,no cumple las expectativas
9179,me gusto
9180, la calidad no es la esperada
9181, la calidad no es la esperada
9182,me gusto
9183, muy bueno!
9184,me gusto
9185,justo lo que esperaba
9186,no cumple las expectativas
9187,justo lo que esperaba
9188,no cumple las expectativas
9189,no llego el producto
9190,no llego en tiempo
9191,no llego en tiempo
9192,el paquete llego en mal estado
9193,no cumple las expectativas
9194,no llego en tiempo
9195,el paquete llego en mal estado
9196,muy malo
9197,no llego el producto
9198,no llego el producto
9199,muy malo
9200,muy malo
9201,el paquete llego en mal estado
9202,no llego en tiempo
9203, muy bueno!
9204,no cumple las expectativas
9205,muy malo
9206,buena relacion calidad-precio
9207,justo lo que esperaba
9208,justo lo que esperaba
9209,no cumple las expectativas
9210,justo lo que esperaba
9211,buena relacion calidad-precio
9212, la calidad no es la esperada
9213, cumple las expectativas
9214,llego justo a tiempo
9215,llego justo a tiempo
9216, la calidad no es la esperada
9217,no llego el producto
9218,no llego el producto
9219,buena relacion calidad-precio
9220, la calidad no es la esperada
9221,buena relacion calidad-precio
9222,justo lo que esperaba
9223,buena relacion calidad-precio
9224,buena relacion calidad-precio
9225, muy bueno!
9226,no llego el producto
9227,buena relacion calidad-precio
9228,no llego en tiempo
9229,no cumple las expectativas
9230,buena relacion calidad-precio
9231,el paquete llego en mal estado
9232,no cumple las expectativas
9233,me gusto
9234,no llego en tiempo
9235, muy bueno!
9236,justo lo que esperaba
9237,no llego el producto
9238,no llego el producto
9239,justo lo que esperaba
9240,justo lo que esperaba
9241, cumple las expectativas
9242,buena relacion calidad-precio
9243,buena relacion calidad-precio
9244,no cumple las expectativas
9245,no llego en tiempo
9246,justo lo que esperaba
9247,buena relacion calidad-precio
9248,me gusto
9249,no llego en tiempo
9250,me gusto
9251,justo lo que esperaba
9252,no cumple las expectativas
9253, la calidad no es la esperada
9254,buena relacion calidad-precio
9255,buena relacion calidad-precio
9256, cumple las expectativas
9257, cumple las expectativas
9258,no llego el producto
9259,el paquete llego en mal estado
9260,no cumple las expectativas
9261,el paquete llego en mal estado
9262,buena relacion calidad-precio
9263,no llego en tiempo
9264,no llego el producto
9265, cumple las expectativas
9266,no llego el producto
9267,no cumple las expectativas
9268,me gusto
9269,muy malo
9270,no cumple las expectativas
9271,muy malo
9272, muy bueno!
9273,muy malo
9274,llego justo a tiempo
9275,llego justo a tiempo
9276,buena relacion calidad-precio
9277,no llego en tiempo
9278,justo lo que esperaba
9279,no llego en tiempo
9280,justo lo que esperaba
9281, la calidad no es la esperada
9282,no cumple las expectativas
9283, muy bueno!
9284, cumple las expectativas
9285, muy bueno!
9286,no llego en tiempo
9287,justo lo que esperaba
9288,muy malo
9289, cumple las expectativas
9290,no llego el producto
9291,muy malo
9292,buena relacion calidad-precio
9293,el paquete llego en mal estado
9294,el paquete llego en mal estado
9295, cumple las expectativas
9296,no llego en tiempo
9297,muy malo
9298,no cumple las expectativas
9299, cumple las expectativas
9300,buena relacion calidad-precio
9301,muy malo
9302,me gusto
9303,buena relacion calidad-precio
9304,me gusto
9305,llego justo a tiempo
9306, muy bueno!
9307, la calidad no es la esperada
9308,justo lo que esperaba
9309, muy bueno!
9310,no llego el producto
9311,llego justo a tiempo
9312,justo lo que esperaba
9313,no cumple las expectativas
9314,me gusto
9315,justo lo que esperaba
9316,no llego el producto
9317, cumple las expectativas
9318, muy bueno!
9319,muy malo
9320, muy bueno!
9321,llego justo a tiempo
9322,no llego el producto
9323, cumple las expectativas
9324,no llego en tiempo
9325,no llego el producto
9326,llego justo a tiempo
9327,llego justo a tiempo
9328,buena relacion calidad-precio
9329, la calidad no es la esperada
9330,llego justo a tiempo
9331,buena relacion calidad-precio
9332, muy bueno!
9333,me gusto
9334,el paquete llego en mal estado
9335, la calidad no es la esperada
9336,me gusto
9337,no llego el producto
9338,el paquete llego en mal estado
9339,buena relacion calidad-precio
9340,no cumple las expectativas
9341,no llego en tiempo
9342,llego justo a tiempo
9343,el paquete llego en mal estado
9344,no llego en tiempo
9345,muy malo
9346,buena relacion calidad-precio
9347,justo lo que esperaba
9348,muy malo
9349,me gusto
9350,llego justo a tiempo
9351,muy malo
9352,no cumple las expectativas
9353, muy bueno!
9354,no llego en tiempo
9355,no llego el producto
9356,buena relacion calidad-precio
9357,no llego el producto
9358, cumple las expectativas
9359, muy bueno!
9360,justo lo que esperaba
9361,buena relacion calidad-precio
9362,no cumple las expectativas
9363,buena relacion calidad-precio
9364,no cumple las expectativas
9365,no cumple las expectativas
9366,no llego el producto
9367,justo lo que esperaba
9368, cumple las expectativas
9369,buena relacion calidad-precio
9370, cumple las expectativas
9371,justo lo que esperaba
9372, muy bueno!
9373,justo lo que esperaba
9374,no cumple las expectativas
9375, muy bueno!
9376,no cumple las expectativas
9377, muy bueno!
9378,buena relacion calidad-precio
9379,no llego el producto
9380,el paquete llego en mal estado
9381,no cumple las expectativas
9382, muy bueno!
9383,muy malo
9384,justo lo que esperaba
9385,el paquete llego en mal estado
9386,justo lo que esperaba
9387,justo lo que esperaba
9388,no llego en tiempo
9389,justo lo que esperaba
9390,buena relacion calidad-precio
9391, muy bueno!
9392,no llego el producto
9393,no llego el producto
9394,muy malo
9395,buena relacion calidad-precio
9396, la calidad no es la esperada
9397,no llego el producto
9398,llego justo a tiempo
9399,buena relacion calidad-precio
9400,justo lo que esperaba
9401,justo lo que esperaba
9402,buena relacion calidad-precio
9403,no cumple las expectativas
9404,no cumple las expectativas
9405,buena relacion calidad-precio
9406,el paquete llego en mal estado
9407,no llego en tiempo
9408, muy bueno!
9409,justo lo que esperaba
9410,muy malo
9411,llego justo a tiempo
9412, muy bueno!
9413,no llego el producto
9414,no cumple las expectativas
9415,me gusto
9416,el paquete llego en mal estado
9417,el paquete llego en mal estado
9418,no cumple las expectativas
9419,no llego en tiempo
9420,no cumple las expectativas
9421, cumple las expectativas
9422,me gusto
9423, muy bueno!
9424,muy malo
9425, cumple las expectativas
9426, cumple las expectativas
9427, muy bueno!
9428, la calidad no es la esperada
9429,el paquete llego en mal estado
9430,justo lo que esperaba
9431, cumple las expectativas
9432,me gusto
9433, cumple las expectativas
9434, cumple las expectativas
9435,justo lo que esperaba
9436,no llego el producto
9437, muy bueno!
9438,no cumple las expectativas
9439,buena relacion calidad-precio
9440,el paquete llego en mal estado
9441,no llego en tiempo
9442,me gusto
9443,no llego el producto
9444,buena relacion calidad-precio
9445,justo lo que esperaba
9446,muy malo
9447,buena relacion calidad-precio
9448,justo lo que esperaba
9449,buena relacion calidad-precio
9450,llego justo a tiempo
9451,justo lo que esperaba
9452,el paquete llego en mal estado
9453,buena relacion calidad-precio
9454,no llego el producto
9455,muy malo
9456, muy bueno!
9457,el paquete llego en mal estado
9458,muy malo
9459,el paquete llego en mal estado
9460, muy bueno!
9461,muy malo
9462,muy malo
9463,justo lo que esperaba
9464,muy malo
9465,justo lo que esperaba
9466,no llego el producto
9467, la calidad no es la esperada
9468,buena relacion calidad-precio
9469,no cumple las expectativas
9470,buena relacion calidad-precio
9471, la calidad no es la esperada
9472,muy malo
9473,buena relacion calidad-precio
9474,muy malo
9475,no cumple las expectativas
9476,no llego en tiempo
9477, la calidad no es la esperada
9478,no cumple las expectativas
9479,no cumple las expectativas
9480,no llego en tiempo
9481,llego justo a tiempo
9482, la calidad no es la esperada
9483, muy bueno!
9484,buena relacion calidad-precio
9485,muy malo
9486,no cumple las expectativas
9487, la calidad no es la esperada
9488, cumple las expectativas
9489,me gusto
9490,no cumple las expectativas
9491,no cumple las expectativas
9492,muy malo
9493,muy malo
9494, muy bueno!
9495,justo lo que esperaba
9496,justo lo que esperaba
9497,muy malo
9498,no cumple las expectativas
9499,no llego el producto
9500,no llego en tiempo
9501,llego justo a tiempo
9502,muy malo
9503, muy bueno!
9504,no llego el producto
9505,no llego en tiempo
9506,buena relacion calidad-precio
9507,me gusto
9508, muy bueno!
9509,llego justo a tiempo
9510,el paquete llego en mal estado
9511,no llego en tiempo
9512,justo lo que esperaba
9513,no llego el producto
9514,el paquete llego en mal estado
9515,buena relacion calidad-precio
9516,el paquete llego en mal estado
9517,muy malo
9518,me gusto
9519,muy malo
9520,muy malo
9521,no cumple las expectativas
9522,no llego en tiempo
9523,llego justo a tiempo
9524, la calidad no es la esperada
9525,el paquete llego en mal estado
9526,no llego el producto
9527,muy malo
9528,justo lo que esperaba
9529,no llego el producto
9530,no llego en tiempo
9531, muy bueno!
9532,justo lo que esperaba
9533, la calidad no es la esperada
9534,no cumple las expectativas
9535,no cumple las expectativas
9536,no cumple las expectativas
9537,llego justo a tiempo
9538, la calidad no es la esperada
9539,no llego en tiempo
9540, cumple las expectativas
9541, la calidad no es la esperada
9542, la calidad no es la esperada
9543,buena relacion calidad-precio
9544,muy malo
9545,no llego el producto
9546,justo lo que esperaba
9547,el paquete llego en mal estado
9548, muy bueno!
9549,muy malo
9550,no llego en tiempo
9551,buena relacion calidad-precio
9552,el paquete llego en mal estado
9553, muy bueno!
9554,no llego el producto
9555, la calidad no es la esperada
9556,no cumple las expectativas
9557,justo lo que esperaba
9558,justo lo que esperaba
9559,justo lo que esperaba
9560,llego justo a tiempo
9561, muy bueno!
9562,no llego en tiempo
9563,buena relacion calidad-precio
9564,llego justo a tiempo
9565, cumple las expectativas
9566,muy malo
9567,no llego el producto
9568, cumple las expectativas
9569,justo lo que esperaba
9570, cumple las expectativas
9571, la calidad no es la esperada
9572,justo lo que esperaba
9573,el paquete llego en mal estado
9574,buena relacion calidad-precio
9575,no llego en tiempo
9576,muy malo
9577,muy malo
9578,no llego el producto
9579,no cumple las expectativas
9580, cumple las expectativas
9581,el paquete llego en mal estado
9582,no llego en tiempo
9583,buena relacion calidad-precio
9584,no cumple las expectativas
9585,muy malo
9586,no llego el producto
9587, muy bueno!
9588,no cumple las expectativas
9589,no cumple las expectativas
9590,buena relacion calidad-precio
9591,buena relacion calidad-precio
9592,el paquete llego en mal estado
9593,justo lo que esperaba
9594,llego justo a tiempo
9595, muy bueno!
9596,no cumple las expectativas
9597, la calidad no es la esperada
9598, muy bueno!
9599,me gusto
9600,no llego el producto
9601, cumple las expectativas
9602, muy bueno!
9603, muy bueno!
9604, muy bueno!
9605,buena relacion calidad-precio
9606,no cumple las expectativas
9607,justo lo que esperaba
9608, la calidad no es la esperada
9609,muy malo
9610,muy malo
9611,no llego el producto
9612,no llego el producto
9613,no cumple las expectativas
9614,me gusto
9615,buena relacion calidad-precio
9616,buena relacion calidad-precio
9617,justo lo que esperaba
9618,el paquete llego en mal estado
9619,el paquete llego en mal estado
9620,llego justo a tiempo
9621,no llego el producto
9622,no llego en tiempo
9623,llego justo a tiempo
9624,no llego en tiempo
9625,me gusto
9626, muy bueno!
9627,no llego el producto
9628,no cumple las expectativas
9629,no llego en tiempo
9630, la calidad no es la esperada
9631,buena relacion calidad-precio
9632,llego justo a tiempo
9633,el paquete llego en mal estado
9634,no cumple las expectativas
9635,llego justo a tiempo
9636,buena relacion calidad-precio
9637,no llego en tiempo
9638,llego justo a tiempo
9639,no llego en tiempo
9640, cumple las expectativas
9641,llego justo a tiempo
9642,me gusto
9643,justo lo que esperaba
9644,no llego en tiempo
9645,llego justo a tiempo
9646,buena relacion calidad-precio
9647,no llego en tiempo
9648,llego justo a tiempo
9649, muy bueno!
9650,llego justo a tiempo
9651,justo lo que esperaba
9652, cumple las expectativas
9653,no cumple las expectativas
9654, muy bueno!
9655,no llego en tiempo
9656,muy malo
9657, muy bueno!
9658,no cumple las expectativas
9659,no llego en tiempo
9660,llego justo a tiempo
9661,llego justo a tiempo
9662,buena relacion calidad-precio
9663,buena relacion calidad-precio
9664,no llego el producto
9665,no llego el producto
9666, muy bueno!
